a3_code,scientific_name,species_family,species_order
CJE,Cirrhilabrus balteatus,Labridae,PERCOIDEI
CJF,Parastacidae,Parastacidae,REPTANTIA
CJG,Citharinus gibbosus,Citharinidae,CHARACIFORMES
CJH,Chrionema chlorotaenia,Percophidae,TRACHINOIDEI
CJI,Cetichthys indagator,Cetomimidae,CETOMIMIFORMES
CJJ,Cleisthenes pinetorum,Pleuronectidae,PLEURONECTIFORMES
CJK,Cetomimus picklei,Cetomimidae,CETOMIMIFORMES
CJL,Jenkinsia lamprotaenia,Clupeidae,CLUPEIFORMES
CJM,Trachurus murphyi,Carangidae,PERCOIDEI
CJN,Cookeolus japonicus,Priacanthidae,PERCOIDEI
CJO,Careproctus jordani,Liparidae,SCORPAENIFORMES
CJP,Cruriraja parcomaculata,Rajidae,RAJIFORMES
CJQ,Scirpus acutus,Cyperaceae,ANGIOSPERMAE
CJR,Cetostoma regani,Cetomimidae,CETOMIMIFORMES
CJS,Jenkinsia stolifera,Clupeidae,CLUPEIFORMES
CJT,Cruriraja triangularis,Rajidae,RAJIFORMES
CJU,Caesio cuning,Caesionidae,PERCOIDEI
CJV,Caesio varilineata,Caesionidae,PERCOIDEI
CJW,Scirpus spp.,Cyperaceae,ANGIOSPERMAE
CJX,Caesionidae,Caesionidae,PERCOIDEI
CJY,Cruriraja poeyi,Rajidae,RAJIFORMES
CJZ,Caesio lunaris,Caesionidae,PERCOIDEI
CKA,Micropogonias undulatus,Sciaenidae,PERCOIDEI
CKC,Cetonurus crassiceps,Macrouridae,GADIFORMES
CKD,Coelorinchus productus,Macrouridae,GADIFORMES
CKE,Coryphaenoides acrolepis,Macrouridae,GADIFORMES
CKF,Coryphaenoides carminifer,Macrouridae,GADIFORMES
CKG,Coryphaenoides marginatus,Macrouridae,GADIFORMES
CKH,Coryphaenoides armatus,Macrouridae,GADIFORMES
CKI,Strangomera bentincki,Clupeidae,CLUPEIFORMES
CKJ,Coryphaenoides cinereus,Macrouridae,GADIFORMES
CKK,Coryphaenoides ariommus,Macrouridae,GADIFORMES
CKL,Pseudotolithus senegallus,Sciaenidae,PERCOIDEI
CKM,Micropogonias furnieri,Sciaenidae,PERCOIDEI
CKN,Coryphaenoides anguliceps,Macrouridae,GADIFORMES
CKO,Coelorinchus occa,Macrouridae,GADIFORMES
CKP,Cetonurus globiceps,Macrouridae,GADIFORMES
CKQ,Calamus brachysomus,Sparidae,PERCOIDEI
CKR,Coelorinchus parallelus,Macrouridae,GADIFORMES
CKS,Coelorinchus scaphopsis,Macrouridae,GADIFORMES
CKT,Caspialosa curensis,Clupeidae,CLUPEIFORMES
CKU,Coelorinchus multispinulosus,Macrouridae,GADIFORMES
CKV,Coelorinchus oliverianus,Macrouridae,GADIFORMES
CKW,Pseudotolithus spp.,Sciaenidae,PERCOIDEI
CKX,Coelorinchus ventrilux,Macrouridae,GADIFORMES
CKY,Umbrina canosai,Sciaenidae,PERCOIDEI
CKZ,Caulolatilus chrysops,Branchiostegidae,PERCOIDEI
CLA,Clupeonella cultriventris,Clupeidae,CLUPEIFORMES
CLB,Spisula solidissima,Mactridae,BIVALVIA
CLC,Latimeria chalumnae,Latimeriidae,COELACANTHIFORMES
CLD,Loxodon macrorhinus,Carcharhinidae,CARCHARHINIFORMES
CLE,Clupeonella engrauliformis,Clupeidae,CLUPEIFORMES
CLF,Corbicula spp.,Corbiculidae,BIVALVIA
CLG,Clupeonella grimmi,Clupeidae,CLUPEIFORMES
CLH,Mercenaria mercenaria,Veneridae,BIVALVIA
CLI,Ophiodon elongatus,Hexagrammidae,SCORPAENIFORMES
CLJ,Ruditapes philippinarum,Veneridae,BIVALVIA
CLK,Corica soborna,Clupeidae,CLUPEIFORMES
CLL,Leptocharias smithii,Leptochariidae,CARCHARHINIFORMES
CLM,Mesodesma donacium,Mesodesmatidae,BIVALVIA
CLN,Clarias anguillaris,Clariidae,SILURIFORMES
CLO,Cichla ocellaris,Cichlidae,PERCOIDEI
CLP,Clupeidae,Clupeidae,CLUPEIFORMES
CLQ,Arctica islandica,Arcticidae,BIVALVIA
CLR,Ensis directus,Solenidae,BIVALVIA
CLS,Mya arenaria,Myidae,BIVALVIA
CLT,Spisula polynyma,Mactridae,BIVALVIA
CLU,Clupeoidei,,CLUPEIFORMES
CLV,Veneridae,Veneridae,BIVALVIA
CLW,Clarotes bidorsalis,Bagridae,SILURIFORMES
CLX,Bivalvia,,BIVALVIA
CLY,Coryphaenoides longifilis,Macrouridae,GADIFORMES
CLZ,Clarias gariepinus,Clariidae,SILURIFORMES
CMA,Corbicula fluminea,Corbiculidae,BIVALVIA
CMB,Crocodylus rhombifer,Crocodylidae,CROCODILIA
CMC,Clarias macrocephalus,Clariidae,SILURIFORMES
CMD,Cephalorhynchus commersonii,Delphinidae,ODONTOCETI
CME,Crocodylus moreletii,Crocodylidae,CROCODILIA
CMF,Chlamys farreri,Pectinidae,BIVALVIA
CMG,Cirrhinus mrigala,Cyprinidae,CYPRINIFORMES
CMH,Chimaera phantasma,Chimaeridae,CHIMAERIFORMES
CMI,Corynopoma riisei,Characidae,CHARACIFORMES
CMJ,Corbicula japonica,Corbiculidae,BIVALVIA
CMK,Chromis chromis,Pomacentridae,PERCOIDEI
CML,Crossostoma lacustre,Balitoridae,CYPRINIFORMES
CMM,Corbicula manilensis,Corbiculidae,BIVALVIA
CMN,Chlamys nobilis,Pectinidae,BIVALVIA
CMO,Chimaera monstrosa,Chimaeridae,CHIMAERIFORMES
CMQ,Caracanthus maculatus,Caracanthidae,SCORPAENIFORMES
CMR,Carcinus aestuarii,Portunidae,BRACHYURA
CMS,Chimaera jordani,Chimaeridae,CHIMAERIFORMES
CMT,Cynopotamus argenteus,Characidae,CHARACIFORMES
CMU,Chimaera cubana,Chimaeridae,CHIMAERIFORMES
CMV,Calamus calamus,Sparidae,PERCOIDEI
CMW,Chimaera owstoni,Chimaeridae,CHIMAERIFORMES
CMX,Centromochlus existimatus,Auchenipteridae,SILURIFORMES
CMY,Cyema atrum,Cyematidae,SACCOPHARYNGIFORMES
CMZ,Caristius macropus,Caristiidae,PERCOIDEI
CNA,Channa argus,Channidae,OTHER PERCIFORMES
CNB,Ctenolucius beani,Ctenoluciidae,CHARACIFORMES
CNC,Citharinus citharus,Citharinidae,CHARACIFORMES
CND,Citharinops distichodoides,Citharinidae,CHARACIFORMES
CNE,Nematalosa erebi,Clupeidae,CLUPEIFORMES
CNF,Neoceratodus forsteri,Ceratodontidae,CERATODONTIFORMES
CNG,Crocodylus novaeguineae,Crocodylidae,CROCODILIA
CNH,Caenotropus labyrinthicus,Anostomidae,CHARACIFORMES
CNI,Cnidaria,,CNIDARIA
CNJ,Nematalosa japonica,Clupeidae,CLUPEIFORMES
CNK,Coryphaenoides guentheri,Macrouridae,GADIFORMES
CNL,Crenuchus spilurus,Characidae,CHARACIFORMES
CNM,Cnidoglanis macrocephalus,Plotosidae,SILURIFORMES
CNN,Neoharriotta pinnata,Rhinochimaeridae,CHIMAERIFORMES
CNO,Cranoglanis bouderius,Cranoglanididae,SILURIFORMES
CNP,Channa punctata,Channidae,OTHER PERCIFORMES
CNQ,Cnesterodon carnegiei,Poeciliidae,CYPRINODONTIFORMES
CNR,Nannothrissa parva,Clupeidae,CLUPEIFORMES
CNS,Nematalosa nasus,Clupeidae,CLUPEIFORMES
CNT,Canthidermis maculata,Balistidae,TETRAODONTIFORMES
CNU,Chirocentrus nudus,Chirocentridae,CLUPEIFORMES
CNW,Cynodon gibbus,Cynodontidae,CHARACIFORMES
CNX,Nasolamia velox,Carcharhinidae,CARCHARHINIFORMES
CNY,Neocyema erythrosoma,Cyematidae,SACCOPHARYNGIFORMES
CNZ,Crangon spp.,Crangonidae,NATANTIA
COA,Conger oceanicus,Congridae,ANGUILLIFORMES
COB,Umbrina cirrosa,Sciaenidae,PERCOIDEI
COC,Cerastoderma edule,Cardiidae,BIVALVIA
COD,Gadus morhua,Gadidae,GADIFORMES
COE,Conger conger,Congridae,ANGUILLIFORMES
COF,Chilodus fritillus,Anostomidae,CHARACIFORMES
COG,Corallium regale,Coralliidae,ANTHOZOA
COH,Oncorhynchus kisutch,Salmonidae,SALMONIFORMES
COI,Conger cinereus,Congridae,ANGUILLIFORMES
COJ,Corallium japonicum,Coralliidae,ANTHOZOA
COK,Corallium konojoi,Coralliidae,ANTHOZOA
COL,Corallium rubrum,Coralliidae,ANTHOZOA
COM,Scomberomorus commerson,Scombridae,SCOMBROIDEI
CON,Strombus spp.,Strombidae,GASTROPODA
COO,Strombus gigas,Strombidae,GASTROPODA
COQ,Conger triporiceps,Congridae,ANGUILLIFORMES
COR,Corallium spp.,Coralliidae,ANTHOZOA
COS,Conger orbignyanus,Congridae,ANGUILLIFORMES
COT,Dichistiidae,Dichistiidae,PERCOIDEI
COU,Coris julis,Labridae,PERCOIDEI
COV,Conger japonicus,Congridae,ANGUILLIFORMES
COW,Eleginus navaga,Gadidae,GADIFORMES
COX,Congridae,Congridae,ANGUILLIFORMES
COY,Congriscus megastomus,Congridae,ANGUILLIFORMES
COZ,Cardiidae,Cardiidae,BIVALVIA
CPA,Cephaloscyllium silasi,Scyliorhinidae,CARCHARHINIFORMES
CPB,Cephaloscyllium umbratile,Scyliorhinidae,CARCHARHINIFORMES
CPC,Cephalurus cephalus,Scyliorhinidae,CARCHARHINIFORMES
CPD,Cetopsogiton occidentalis,Cetopsidae,SILURIFORMES
CPE,Ctenacis fehlmanni,Proscylliidae,CARCHARHINIFORMES
CPF,Cephaloscyllium fasciatum,Scyliorhinidae,CARCHARHINIFORMES
CPG,Gollum attenuatus,Proscylliidae,CARCHARHINIFORMES
CPH,Cephaloscyllium sufflans,Scyliorhinidae,CARCHARHINIFORMES
CPI,Sardinops caeruleus,Clupeidae,CLUPEIFORMES
CPJ,Coryphaenoides macrolophus,Macrouridae,GADIFORMES
CPK,Colpichthys hubbsi,Atherinidae,ATHERINIFORMES
CPL,Centrophorus lusitanicus,Squalidae,SQUALIFORMES
CPM,Caperea marginata,Neobalaenidae,MYSTICETI
CPN,Cephaloscyllium nascione,Scyliorhinidae,CARCHARHINIFORMES
CPO,Pampus chinensis,Stromateidae,STROMATEOIDEI, ANABANTOIDEI
CPP,Pachymetopon spp.,Sparidae,PERCOIDEI
CPQ,Cetopsorhamdia boquillae,Pimelodidae,SILURIFORMES
CPR,Palaemon serratus,Palaemonidae,NATANTIA
CPS,Cephaloscyllium isabellum,Scyliorhinidae,CARCHARHINIFORMES
CPT,Cephaloscyllium laticeps,Scyliorhinidae,CARCHARHINIFORMES
CPU,Centrophorus uyato,Squalidae,SQUALIFORMES
CPV,Cephaloscyllium ventriosum,Scyliorhinidae,CARCHARHINIFORMES
CPW,Carapus acus,Carapidae,OPHIDIIFORMES
CPX,Coryphaenoides mexicanus,Macrouridae,GADIFORMES
CPY,Proscyllium habereri,Proscylliidae,CARCHARHINIFORMES
CPZ,Cosmocampus arctus,Syngnathidae,SYNGNATHIFORMES
CQA,Coelorinchus acanthiger,Macrouridae,GADIFORMES
CQB,Coelorinchus biclinozonalis,Macrouridae,GADIFORMES
CQC,Coelorinchus aconcagua,Macrouridae,GADIFORMES
CQD,Coelorinchus denticulatus,Macrouridae,GADIFORMES
CQE,Coelorinchus braueri,Macrouridae,GADIFORMES
CQF,Coelorinchus fasciatus,Macrouridae,GADIFORMES
CQG,Coelorinchus argus,Macrouridae,GADIFORMES
CQH,Coelorinchus canus,Macrouridae,GADIFORMES
CQI,Coelorinchus caribbaeus,Macrouridae,GADIFORMES
CQJ,Coelorinchus japonicus,Macrouridae,GADIFORMES
CQK,Coelorinchus kamoharai,Macrouridae,GADIFORMES
CQL,Coelorinchus caelorhincus,Macrouridae,GADIFORMES
CQM,Coelorinchus formosanus,Macrouridae,GADIFORMES
CQN,Coelorinchus anatirostris,Macrouridae,GADIFORMES
CQO,Coelorinchus chilensis,Macrouridae,GADIFORMES
CQP,Coelorinchus longicephalus,Macrouridae,GADIFORMES
CQQ,Coelorinchus karrerae,Macrouridae,GADIFORMES
CQR,Coelorinchus argentatus,Macrouridae,GADIFORMES
CQS,Coelorinchus aspercephalus,Macrouridae,GADIFORMES
CQT,Coelorinchus innotabilis,Macrouridae,GADIFORMES
CQU,Coelorinchus australis,Macrouridae,GADIFORMES
CQV,Coelorinchus labiatus,Macrouridae,GADIFORMES
CQW,Coelorinchus macrochir,Macrouridae,GADIFORMES
CQX,Coelorinchus hexafasciatus,Macrouridae,GADIFORMES
CQY,Coelorinchus kishinouyei,Macrouridae,GADIFORMES
CQZ,Chitonotus pugetensis,Cottidae,SCORPAENIFORMES
CRA,Brachyura,,BRACHYURA
CRB,Callinectes sapidus,Portunidae,BRACHYURA
CRC,Callinectes toxotes,Portunidae,BRACHYURA
CRD,Astacus leptodactylus,Astacidae,REPTANTIA
CRE,Cancer pagurus,Cancridae,BRACHYURA
CRF,Carangoides ferdau,Carangidae,PERCOIDEI
CRG,Carcinus maenas,Portunidae,BRACHYURA
CRH,Crocodylus johnstoni,Crocodylidae,CROCODILIA
CRI,Crocodylus niloticus,Crocodylidae,CROCODILIA
CRJ,Cancer borealis,Cancridae,BRACHYURA
CRK,Cancer irroratus,Cancridae,BRACHYURA
CRL,Atrobucca nibe,Sciaenidae,PERCOIDEI
CRN,Crangonidae,Crangonidae,NATANTIA
CRO,Crocodylidae,Crocodylidae,CROCODILIA
CRP,Cherax quadricarinatus,Parastacidae,REPTANTIA
CRQ,Chionoecetes opilio,Majidae,BRACHYURA
CRR,Chaceon quinquedens,Geryonidae,BRACHYURA
CRS,Portunus spp.,Portunidae,BRACHYURA
CRT,Cherax tenuimanus,Parastacidae,REPTANTIA
CRU,Crustacea,,CRUSTACEA MISCELLANEA
CRV,Pennahia argentata,Sciaenidae,PERCOIDEI
CRW,Palinurus spp.,Palinuridae,REPTANTIA
CRX,Micropogonias spp.,Sciaenidae,PERCOIDEI
CRY,Larimichthys polyactis,Sciaenidae,PERCOIDEI
CRZ,Callinectes danae,Portunidae,BRACHYURA
CSA,Apristurus acanutus,Scyliorhinidae,CARCHARHINIFORMES
CSC,Saccostrea cuccullata,Ostreidae,BIVALVIA
CSD,Piaractus brachypomus,Characidae,CHARACIFORMES
CSE,Corallium secundum,Coralliidae,ANTHOZOA
CSF,Apristurus longicephalus,Scyliorhinidae,CARCHARHINIFORMES
CSG,Apristurus gibbosus,Scyliorhinidae,CARCHARHINIFORMES
CSH,Crangon crangon,Crangonidae,NATANTIA
CSI,Crassostrea iredalei,Ostreidae,BIVALVIA
CSJ,Apristurus japonicus,Scyliorhinidae,CARCHARHINIFORMES
CSK,Catharacta skua,Stercorariidae,CHARADRIIFORMES
CSL,Zalophus californianus,Otariidae,PINNIPEDIA
CSM,Colossoma macropomum,Characidae,CHARACIFORMES
CSN,Apristurus brunneus,Scyliorhinidae,CARCHARHINIFORMES
CSO,Piaractus mesopotamicus,Characidae,CHARACIFORMES
CSP,Penaeus brevirostris,Penaeidae,NATANTIA
CSQ,Apristurus canutus,Scyliorhinidae,CARCHARHINIFORMES
CSR,Chrysichthys nigrodigitatus,Bagridae,SILURIFORMES
CSS,Scleractinia,,ANTHOZOA
CST,Chrysichthys spp.,Bagridae,SILURIFORMES
CSU,Apristurus atlanticus,Scyliorhinidae,CARCHARHINIFORMES
CSV,Apristurus riveri,Scyliorhinidae,CARCHARHINIFORMES
CSW,Apristurus herklotsi,Scyliorhinidae,CARCHARHINIFORMES
CSX,Apristurus macrorhynchus,Scyliorhinidae,CARCHARHINIFORMES
CSY,Synodontis spp.,Mochokidae,SILURIFORMES
CSZ,Apristurus kampae,Scyliorhinidae,CARCHARHINIFORMES
CTA,Cheilodactylus bergi,Cheilodactylidae,PERCOIDEI
CTB,Diplodus vulgaris,Sparidae,PERCOIDEI
CTC,Sepia officinalis,Sepiidae,CEPHALOPODA
CTD,Mustelus dorsalis,Triakidae,CARCHARHINIFORMES
CTE,Mustelus griseus,Triakidae,CARCHARHINIFORMES
CTF,Mustelus fasciatus,Triakidae,CARCHARHINIFORMES
CTG,Ruditapes decussatus,Veneridae,BIVALVIA
CTH,Catharacta chilensis,Stercorariidae,CHARADRIIFORMES
CTI,Mustelus canis,Triakidae,CARCHARHINIFORMES
CTJ,Mustelus higmani,Triakidae,CARCHARHINIFORMES
CTK,Mustelus henlei,Triakidae,CARCHARHINIFORMES
CTL,Sepiidae, Sepiolidae,,CEPHALOPODA
CTM,Catostomidae,Catostomidae,CYPRINIFORMES
CTN,Mustelus californicus,Triakidae,CARCHARHINIFORMES
CTO,Clarias spp.,Clariidae,SILURIFORMES
CTP,Cetopsis chalmersi,Cetopsidae,SILURIFORMES
CTQ,Cryptopsaras couesii,Ceratiidae,LOPHIIFORMES
CTR,Sepiola rondeleti,Sepiolidae,CEPHALOPODA
CTT,Catla catla,Cyprinidae,CYPRINIFORMES
CTU,Mustelus antarcticus,Triakidae,CARCHARHINIFORMES
CTV,Chaetostoma sovichthys,Loricariidae,SILURIFORMES
CTW,Cheroscorpaena tridactyla,Apistidae,SCORPAENIFORMES
CTX,Chilatherina axelrodi,Melanotaeniidae,ATHERINIFORMES
CTY,Curimatopsis crypticus,Curimatidae,CHARACIFORMES
CTZ,Chelidonichthys lastoviza,Triglidae,SCORPAENIFORMES
CUA,Alosa alabamae,Clupeidae,CLUPEIFORMES
CUB,Genypterus maculatus,Ophidiidae,OPHIDIIFORMES
CUC,Genypterus chilensis,Ophidiidae,OPHIDIIFORMES
CUD,Chauliodus danae,Stomiidae,STOMIIFORMES
CUE,Alosa kessleri,Clupeidae,CLUPEIFORMES
CUF,Chlorophthalmus acutifrons,Chlorophthalmidae,AULOPIFORMES
CUG,Caecobarbus geertsii,Cyprinidae,CYPRINIFORMES
CUH,Alosa sphaerocephala,Clupeidae,CLUPEIFORMES
CUI,Alosa caspia,Clupeidae,CLUPEIFORMES
CUJ,Apostichopus japonicus,Stichopodidae,HOLOTHUROIDEA
CUK,Alosa brashnikovi,Clupeidae,CLUPEIFORMES
CUL,Uroconger lepturus,Congridae,ANGUILLIFORMES
CUM,Cynothrissa mento,Clupeidae,CLUPEIFORMES
CUN,Tautogolabrus adspersus,Labridae,PERCOIDEI
CUO,Clupeoides borneensis,Clupeidae,CLUPEIFORMES
CUP,Cubiceps spp.,Nomeidae,STROMATEOIDEI, ANABANTOIDEI
CUQ,Centriscops humerosus,Centriscidae,SYNGNATHIFORMES
CUR,Clupeichthys aesarnensis,Clupeidae,CLUPEIFORMES
CUS,Genypterus blacodes,Ophidiidae,OPHIDIIFORMES
CUT,Trichiuridae,Trichiuridae,SCOMBROIDEI
CUU,Curimata cyprinoides,Curimatidae,CHARACIFORMES
CUV,Alosa saposhnikovi,Clupeidae,CLUPEIFORMES
CUW,Centriscus cristatus,Centriscidae,SYNGNATHIFORMES
CUX,Holothuroidea,,HOLOTHUROIDEA
CUY,Cynothrissa ansorgii,Clupeidae,CLUPEIFORMES
CUZ,Culaea inconstans,Gasterosteidae,GASTEROSTEIFORMES
CVA,Cottus amblystomopsis,Cottidae,SCORPAENIFORMES
CVB,Chionoecetes bairdi,Majidae,BRACHYURA
CVC,Caudiverbera caudiverbera,Leptodactylidae,ANURA
CVD,Cidaridae,Cidaridae,ECHINOIDEA
CVE,Sciades couma,Ariidae,SILURIFORMES
CVF,Tautogolabrus brandaonis,Labridae,PERCOIDEI
CVG,Careproctus georgianus,Liparidae,SCORPAENIFORMES
CVH,Careproctus catherinae,Liparidae,SCORPAENIFORMES
CVI,Cebidichthys violaceus,Stichaeidae,ZOARCOIDEI
CVJ,Caranx hippos,Carangidae,PERCOIDEI
CVK,Cephalopholis boenak,Serranidae,PERCOIDEI
CVL,Sclerocrangon spp.,Crangonidae,NATANTIA
CVM,Cocotropus masudai,Aploactinidae,SCORPAENIFORMES
CVN,Chiasmodon niger,Chiasmodontidae,TRACHINOIDEI
CVO,Clevelandia ios,Gobiidae,GOBIOIDEI
CVP,Cottunculus microps,Psychrolutidae,SCORPAENIFORMES
CVQ,Sciades passany,Ariidae,SILURIFORMES
CVR,Careproctus polarsterni,Liparidae,SCORPAENIFORMES
CVS,Chauliodus schmidti,Stomiidae,STOMIIFORMES
CVT,Sepia hierredda,Sepiidae,CEPHALOPODA
CVU,Clupeichthys goniognathus,Clupeidae,CLUPEIFORMES
CVV,Larus ridibundus,Laridae,CHARADRIIFORMES
CVW,Chlorophthalmus agassizi,Chlorophthalmidae,AULOPIFORMES
CVX,Carcharhiniformes,,CARCHARHINIFORMES
CVY,Coryphaenoides spp.,Macrouridae,GADIFORMES
CVZ,Cyprinodon alvarezi,Cyprinodontidae,CYPRINODONTIFORMES
CWA,Clupeonella spp.,Clupeidae,CLUPEIFORMES
CWB,Centroberyx lineatus,Berycidae,BERYCIFORMES
CWC,Crenidens crenidens,Sparidae,PERCOIDEI
CWD,Crinoidea,,CRINOIDEA
CWE,Cancer edwardsii,Cancridae,BRACHYURA
CWF,Chrysaora plocamia,Pelagiidae,SCYPHOZOA
CWG,Carassius gibelio,Cyprinidae,CYPRINIFORMES
CWH,Cantherhines sandwichiensis,Monacanthidae,TETRAODONTIFORMES
CWI,Cephalopholis igarashiensis,Serranidae,PERCOIDEI
CWJ,Chionoecetes japonicus,Majidae,BRACHYURA
CWK,Cottocomephorus grewingkii,Cottocomephoridae,SCORPAENIFORMES
CWL,Careproctus pseudoprofundicola,Liparidae,SCORPAENIFORMES
CWM,Chimaera spp.,Chimaeridae,CHIMAERIFORMES
CWN,Caristius spp.,Caristiidae,PERCOIDEI
CWO,Centrophorus spp.,Squalidae,SQUALIFORMES
CWQ,Careproctus ampliceps,Liparidae,SCORPAENIFORMES
CWR,Cephalopholis spiloparaea,Serranidae,PERCOIDEI
CWS,Careproctus spp.,Liparidae,SCORPAENIFORMES
CWT,Cetomimidae,Cetomimidae,CETOMIMIFORMES
CWU,Cephalopholis urodeta,Serranidae,PERCOIDEI
CWV,Careproctus vladibeckeri,Liparidae,SCORPAENIFORMES
CWW,Chaetostoma thomsoni,LORICARIIDAE,SILURIFORMES
CWX,Coelorinchus spp.,Macrouridae,GADIFORMES
CWY,Chrysaora hysoscella,Pelagiidae,SCYPHOZOA
CWZ,Carcharhinus spp.,Carcharhinidae,CARCHARHINIFORMES
CXA,Carlastyanax aurocaudatus,Characidae,CHARACIFORMES
CXB,Xenomystax bidentatus,Congridae,ANGUILLIFORMES
CXC,Charax condei,Characidae,CHARACIFORMES
CXD,Cyphocharax abramoides,Curimatidae,CHARACIFORMES
CXE,Chaunax abei,Chaunacidae,LOPHIIFORMES
CXF,Centroberyx affinis,Berycidae,BERYCIFORMES
CXG,Neolebias gossei,Distichodontidae,CHARACIFORMES
CXH,Congopanchax brichardi,Poeciliidae,CYPRINODONTIFORMES
CXI,Calamopteryx goslinei,Bythitidae,OPHIDIIFORMES
CXJ,Cherax albidus,Parastacidae,REPTANTIA
CXK,Cynopanchax bukobanus,Poeciliidae,CYPRINODONTIFORMES
CXL,Cataetyx alleni,Bythitidae,OPHIDIIFORMES
CXM,Careproctus melanurus,Liparidae,SCORPAENIFORMES
CXN,Chalixodytes chameleontoculis,Creediidae,TRACHINOIDEI
CXO,Clupeocharax schoutedeni,Alestidae,CHARACIFORMES
CXP,Cynoponticus coniceps,Muraenesocidae,ANGUILLIFORMES
CXQ,Cirrhilabrus exquisitus,Labridae,PERCOIDEI
CXR,Caranx ruber,Carangidae,PERCOIDEI
CXS,Caranx sexfasciatus,Carangidae,PERCOIDEI
CXT,Caranx bucculentus,Carangidae,PERCOIDEI
CXU,Chirophryne xenolophus,Oneirodidae,LOPHIIFORMES
CXW,Careproctus inflexidens,Liparidae,SCORPAENIFORMES
CXY,Cymbium spp.,Volutidae,GASTROPODA
CXZ,Centroberyx gerrardi,Berycidae,BERYCIFORMES
CYA,Hydrolagus affinis,Chimaeridae,CHIMAERIFORMES
CYB,Hydrolagus barbouri,Chimaeridae,CHIMAERIFORMES
CYC,Cycloteuthidae,Cycloteuthidae,CEPHALOPODA
CYD,Hydrolagus deani,Chimaeridae,CHIMAERIFORMES
CYE,Cyclichthys spilostylus,Diodontidae,TETRAODONTIFORMES
CYF,Hydrolagus africanus,Chimaeridae,CHIMAERIFORMES
CYG,Centroscyllium granulatum,Squalidae,SQUALIFORMES
CYH,Hydrolagus mirabilis,Chimaeridae,CHIMAERIFORMES
CYI,Hydrolagus eidolon,Chimaeridae,CHIMAERIFORMES
CYJ,Hydrolagus ogilbyi,Chimaeridae,CHIMAERIFORMES
CYK,Centroscyllium kamoharai,Squalidae,SQUALIFORMES
CYL,Hydrolagus alberti,Chimaeridae,CHIMAERIFORMES
CYM,Cymatoceps nasutus,Sparidae,PERCOIDEI
CYN,Centroscyllium nigrum,Squalidae,SQUALIFORMES
CYO,Centroscymnus coelolepis,Squalidae,SQUALIFORMES
CYP,Centroscymnus crepidater,Squalidae,SQUALIFORMES
CYR,Centroscyllium ritteri,Squalidae,SQUALIFORMES
CYS,Hydrolagus lemures,Chimaeridae,CHIMAERIFORMES
CYT,Centroscyllium ornatum,Squalidae,SQUALIFORMES
CYU,Centroscymnus plunketi,Squalidae,SQUALIFORMES
CYV,Hydrolagus novaezealandiae,Chimaeridae,CHIMAERIFORMES
CYW,Centroscymnus owstoni,Squalidae,SQUALIFORMES
CYX,Hydrolagus mitsukurii,Chimaeridae,CHIMAERIFORMES
CYY,Centroscymnus cryptacanthus,Squalidae,SQUALIFORMES
CYZ,Hydrolagus pallidus,Chimaeridae,CHIMAERIFORMES
CZA,Coralliozetus angelica,Chaenopsidae,OTHER PERCIFORMES
CZB,Pagurus prideaux,Paguridae,ANOMURA
CZC,Careproctus continentalis,Liparidae,SCORPAENIFORMES
CZD,Cymbula nigra,Patellidae,GASTROPODA
CZE,Calonectris edwardsii,Procellariidae,PROCELLARIIFORMES
CZF,Coryphaenoides ferrieri,Macrouridae,GADIFORMES
CZG,Clarias nieuhofii,Clariidae,SILURIFORMES
CZH,Chorus giganteus,Muricidae,GASTROPODA
CZI,Centroscymnus spp.,Squalidae,SQUALIFORMES
CZJ,Cervimunida johni,Galatheidae,ANOMURA
CZK,Cottus czerskii,Cottidae,SCORPAENIFORMES
CZL,Coryphaenoides lecointei,Macrouridae,GADIFORMES
CZM,Paguridae,Paguridae,ANOMURA
CZN,Radicipes gracilis,Chrysogorgiidae,ANTHOZOA
CZO,Cephalopholis formosa,Serranidae,PERCOIDEI
CZP,Callianassa spp.,Callianassidae,REPTANTIA
CZQ,Ceratozona squalida,Mopaliidae,POLYPLACOPHORA
CZS,Chelidonichthys spinosus,Triglidae,SCORPAENIFORMES
CZT,Canthidermis sufflamen,Balistidae,TETRAODONTIFORMES
CZU,Cephalopholis nigripinnis,Serranidae,PERCOIDEI
CZV,Chaetostoma spp.,LORICARIIDAE,SILURIFORMES
CZW,Carcinus spp.,Portunidae,BRACHYURA
CZX,Caridina spp.,Atyidae,NATANTIA
CZY,Crystallichthys cyclospilus,Liparidae,SCORPAENIFORMES
CZZ,Coregonus maraena,Coregonidae,SALMONIFORMES
DAA,Dascyllus albisella,Pomacentridae,PERCOIDEI
DAB,Limanda limanda,Pleuronectidae,PLEURONECTIFORMES
DAC,Daption capense,Procellariidae,PROCELLARIIFORMES
DAD,Danio dangila,Cyprinidae,CYPRINIFORMES
DAE,Danio aequipinnatus,Cyprinidae,CYPRINIFORMES
DAF,Danio frankei,Cyprinidae,CYPRINIFORMES
DAG,Stolothrissa, Limnothrissa spp.,CLUPEIDAE,CLUPEIFORMES
DAH,Dacodraco hunteri,Channichthyidae,PERCOIDEI
DAI,Danio rerio,Cyprinidae,CYPRINIFORMES
DAJ,Dadyanos insignis,Zoarcidae,ZOARCOIDEI
DAK,Dagetichthys lakdoensis,Soleidae,PLEURONECTIFORMES
